,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN_x,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,CIFSN_y,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,CIFSN_x.1,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,CIFSN_y.1,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
733,PLST,NY,60,0,0,0,0,735,0600000US3607561533,3607561533,1,2,36,1779796,75.0,H1,974136.0,61533.0,T1,979419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,148272874,7253275,Richland,Richland town,A,,5637,2909,43.5507852,-76.1653675,43,,,1,5637,5427,5326,16,17,49,2,17,210,194,18,97,3,3,73,0,0,0,0,0,0,0,0,0,0,13,1,1,1,3,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,92,5545,5363,5274,11,16,49,2,11,182,176,18,97,3,3,55,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4325,4171,4087,10,14,41,2,17,154,142,2,76,0,2,62,0,0,0,0,0,0,0,0,0,0,9,1,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325,65,4260,4129,4053,8,14,41,2,11,131,126,2,76,0,2,46,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909,2315,594,3,17,0,0,0,0,0,17,0,0,17
734,PLST,NY,60,0,0,0,0,736,0600000US3607565079,3607565079,1,2,36,1779796,75.0,H1,974136.0,65079.0,T1,979456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109516282,10767816,Sandy Creek,Sandy Creek town,A,,3813,2616,43.630705299999995,-76.1235698,43,,,1,3813,3642,3582,20,14,18,0,8,171,159,7,86,12,0,52,0,0,0,2,0,0,0,0,0,0,12,0,1,0,1,3,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813,52,3761,3617,3560,20,13,18,0,6,144,135,7,86,12,0,28,0,0,0,2,0,0,0,0,0,0,9,0,1,0,0,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3015,2899,2857,13,13,14,0,2,116,110,1,69,4,0,34,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,27,2988,2890,2849,13,12,14,0,2,98,92,1,69,4,0,16,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,1592,1024,3,38,0,0,0,0,0,38,0,0,38
735,PLST,NY,60,0,0,0,0,737,0600000US3607565618,3607565618,1,2,36,1779796,75.0,H1,974136.0,65618.0,T1,979471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109299633,2578799,Schroeppel,Schroeppel town,A,,7969,3656,43.2575901,-76.2764256,43,,,1,7969,7419,7303,30,23,32,2,29,550,513,64,197,24,5,214,1,0,0,2,0,0,4,2,0,0,35,4,2,0,7,6,0,9,0,4,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7969,140,7829,7358,7267,30,23,32,2,4,471,451,62,195,21,5,165,0,0,0,1,0,0,0,2,0,0,20,4,2,0,1,6,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6306,5937,5838,28,23,23,2,23,369,352,28,142,13,3,160,0,0,0,2,0,0,2,2,0,0,17,1,2,0,0,3,0,5,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,86,6220,5895,5817,28,23,23,2,2,325,313,28,140,13,3,126,0,0,0,1,0,0,0,2,0,0,12,1,2,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,3336,320,3,5,0,0,0,0,0,5,0,0,5
736,PLST,NY,60,0,0,0,0,738,0600000US3607565992,3607565992,1,2,36,1779796,75.0,H1,974136.0,65992.0,T1,979478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105077699,8655313,Scriba,Scriba town,A,,6617,3177,43.457249100000006,-76.419713,43,,,1,6617,6264,6067,70,30,48,3,46,353,337,36,107,26,0,167,0,0,0,0,0,0,1,0,0,0,13,2,0,0,2,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6617,173,6444,6158,6006,59,29,48,3,13,286,275,34,106,26,0,109,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5257,5042,4914,32,24,35,3,34,215,206,16,69,4,0,116,0,0,0,0,0,0,1,0,0,0,9,2,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257,97,5160,4983,4882,28,23,35,3,12,177,172,16,69,4,0,83,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,2830,347,3,2,0,0,0,0,0,2,0,0,2
737,PLST,NY,60,0,0,0,0,739,0600000US3607577662,3607577662,1,2,36,1779796,75.0,H1,974136.0,77662.0,T1,979589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,124953627,2357304,Volney,Volney town,A,,5671,2391,43.36042,-76.3696644,43,,,1,5671,5386,5289,22,12,16,0,47,285,266,28,94,14,0,121,3,2,0,3,0,0,0,1,0,0,16,6,0,0,1,3,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5671,121,5550,5305,5250,15,12,16,0,12,245,228,25,92,14,0,92,3,2,0,0,0,0,0,0,0,0,14,6,0,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4432,4248,4196,13,7,11,0,21,184,174,2,75,8,0,86,3,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432,50,4382,4220,4180,13,7,11,0,9,162,154,2,73,8,0,68,3,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,2224,167,3,106,106,0,0,106,0,0,0,0,0
738,PLST,NY,60,0,0,0,0,740,0600000US3607580500,3607580500,1,2,36,1779796,75.0,H1,974136.0,80500.0,T1,979623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87402112,12537747,West Monroe,West Monroe town,A,,4088,1805,43.3055669,-76.08909229999999,43,,,1,4088,3941,3873,19,13,18,1,17,147,143,17,80,2,1,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,4088,43,4045,3909,3845,17,12,18,1,16,136,133,17,79,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2,3223,3127,3078,11,13,16,0,9,96,94,3,51,2,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3223,19,3204,3113,3066,11,12,16,0,8,91,89,3,51,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1805,1625,180,3,0,0,0,0,0,0,0,0,0,0
739,PLST,NY,60,0,0,0,0,741,0600000US3607582073,3607582073,1,2,36,1779796,75.0,H1,974136.0,82073.0,T1,979641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060.0,1.0,532.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100164355,1268839,Williamstown,Williamstown town,A,,1335,710,43.4551206,-75.88793259999998,43,,,1,1335,1263,1238,7,4,2,0,12,72,69,18,29,0,0,19,0,0,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,19,1316,1258,1234,7,3,2,0,12,58,57,17,29,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,965,923,915,2,2,0,0,4,42,40,7,19,0,0,13,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,7,958,920,912,2,2,0,0,4,38,37,7,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,472,238,3,13,0,0,0,0,0,13,0,0,13
740,PLST,NY,60,0,0,0,0,742,0600000US3607711209,3607711209,1,2,36,1779796,77.0,H1,974137.0,11209.0,T1,978766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,116267320,316728,Burlington,Burlington town,A,,1045,507,42.7173202,-75.1446287,43,,,1,1045,996,989,4,0,0,0,3,49,46,0,10,2,1,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,22,1023,982,980,1,0,0,0,1,41,40,0,10,2,1,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,841,805,801,2,0,0,0,2,36,36,0,7,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,14,827,796,795,1,0,0,0,0,31,31,0,7,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,444,63,3,10,0,0,0,0,0,10,0,0,10
741,PLST,NY,60,0,0,0,0,743,0600000US3607711528,3607711528,1,2,36,1779796,77.0,H1,974137.0,11528.0,T1,978770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,139414839,102810,Butternuts,Butternuts town,A,,1665,967,42.4696165,-75.3209012,43,,,1,1665,1557,1532,13,0,5,0,7,108,104,7,25,6,2,60,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1665,35,1630,1541,1521,12,0,5,0,3,89,88,7,19,6,2,51,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1369,1293,1280,8,0,0,0,5,76,73,3,23,1,1,42,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1369,25,1344,1281,1272,7,0,0,0,2,63,62,3,19,1,1,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,967,741,226,3,6,0,0,0,0,0,6,0,0,6
742,PLST,NY,60,0,0,0,0,744,0600000US3607715253,3607715253,1,2,36,1779796,77.0,H1,974137.0,15253.0,T1,978821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,104570821,17985,Cherry Valley,Cherry Valley town,A,,1229,662,42.8089263,-74.72165290000001,43,,,1,1229,1178,1162,5,0,4,0,7,51,49,10,21,3,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1229,13,1216,1168,1155,5,0,4,0,4,48,46,9,21,3,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,956,924,912,2,0,4,0,6,32,31,5,17,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,956,10,946,916,906,2,0,4,0,4,30,29,4,17,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,662,514,148,3,0,0,0,0,0,0,0,0,0,0
743,PLST,NY,60,0,0,0,0,745,0600000US3607719895,3607719895,1,2,36,1779796,77.0,H1,974137.0,19895.0,T1,978890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53256027,508970,Decatur,Decatur town,A,,374,242,42.657096200000005,-74.705713,43,,,1,374,340,333,0,2,2,0,3,34,32,2,17,0,0,10,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,374,11,363,334,328,0,1,2,0,3,29,28,2,17,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,294,269,262,0,2,2,0,3,25,24,0,14,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,294,6,288,264,258,0,1,2,0,3,24,23,0,14,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,242,147,95,3,0,0,0,0,0,0,0,0,0,0
744,PLST,NY,60,0,0,0,0,746,0600000US3607723613,3607723613,1,2,36,1779796,77.0,H1,974137.0,23613.0,T1,978926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,114739092,210742,Edmeston,Edmeston town,A,,1907,869,42.7229135,-75.26027009999999,43,,,1,1907,1843,1819,14,1,5,1,3,64,61,2,15,1,0,42,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,39,1868,1814,1795,12,0,5,1,1,54,53,2,14,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1448,1398,1378,12,1,5,1,1,50,48,2,15,0,0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,30,1418,1376,1359,10,0,5,1,1,42,41,2,14,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,701,168,3,76,0,0,0,0,0,76,0,0,76
745,PLST,NY,60,0,0,0,0,747,0600000US3607724845,3607724845,1,2,36,1779796,77.0,H1,974137.0,24845.0,T1,978948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83080644,1591644,Exeter,Exeter town,A,,845,561,42.7989401,-75.0775217,43,,,1,845,812,794,7,3,4,0,4,33,31,1,16,2,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,16,829,803,785,7,3,4,0,4,26,25,1,15,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,697,673,656,7,3,3,0,4,24,23,0,10,2,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,14,683,665,648,7,3,3,0,4,18,18,0,10,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,355,206,3,0,0,0,0,0,0,0,0,0,0
746,PLST,NY,60,0,0,0,0,748,0600000US3607732589,3607732589,1,2,36,1779796,77.0,H1,974137.0,32589.0,T1,979056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580.0,2.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,103820952,867068,Hartwick,Hartwick town,A,,1952,1152,42.645681200000006,-75.0151392,43,,,1,1952,1823,1771,12,0,27,0,13,129,120,6,35,16,0,63,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,59,1893,1792,1748,9,0,26,0,9,101,95,6,35,16,0,38,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1529,1440,1403,11,0,18,0,8,89,84,2,25,8,0,49,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,42,1487,1423,1390,8,0,17,0,8,64,61,2,25,8,0,26,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,827,325,3,5,0,0,0,0,0,5,0,0,5
